rb,Ma,Mb,dAO,dBO,t,E_a,E_b,I_a,I_b,Nv_a,Nv_b,Ea_a,Ea_b,S_a,S_b,Atomic #a,Atomic #b,BG ao,BG bo,1E_a+1E_b,1E_a+1Ea_b,1E_a+1S_b,1E_b+1I_a,1E_b+1Ea_a,1E_b+1S_a,1I_a+1I_b,1I_a+1Nv_b,1I_a+1Ea_b,1I_b+1Nv_a,1Nv_a+1Nv_b,1Ea_a+1Ea_b,1Ea_a+1S_b,1Ea_b+1S_a,1S_a+1S_b,1E_a^2+1E_b,1E_a^2+1E_c,1E_a^2+1Ea_b,1E_b^2+1I_a,1Ea_a^2+1Ea_b,1Ea_a^2+1Ea_c,1Ea_a^2+1S_b,1Ea_b^2+1Ea_c,1S_a^2+1S_b,1E_b+1Ea_a^2,1E_b+1S_a^2,1I_a+1Ea_b^2,1I_a+1S_b^2,1Nv_a+1Ea_b^2,1Ea_b+1S_a^2,1E_a-1E_b,1E_a-1I_b,1E_a-1Nv_b,1E_a-1Ea_b,1E_a-1S_b,1E_b-1I_a,1E_b-1Nv_a,1E_b-1Ea_a,1E_b-1S_a,1E_c-1I_a,1E_c-1Ea_a,1E_c-1Ea_b,1E_c-1S_a,1E_c-1S_b,1I_a-1I_b,1I_a-1Nv_b,1I_a-1Ea_b,1I_a-1S_b,1I_b-1Nv_a,1Nv_a-1Nv_b,1Ea_a-1Ea_b,1Ea_a-1S_b,1Ea_b-1S_a,1S_a-1S_b,1E_a^2-1E_b,1E_a^2-1I_b,1E_a^2-1Ea_b,1E_a^2-1S_b,1E_b^2-1I_a,1Ea_a^2-1Ea_b,1Ea_a^2-1S_b,1S_a^2-1S_b,1E_a-1E_b^2,1E_a-1Ea_b^2,1E_b-1Ea_a^2,1E_b-1S_a^2,1E_c-1Ea_a^2,1I_a-1Ea_b^2,1I_a-1S_b^2,1Nv_a-1Ea_b^2,1Nv_a-1S_b^2,1Ea_b-1S_a^2,1E_a^2-1E_b^2,1E_a*1Nv_b,1E_a*1Ea_b,1E_b*1Ea_a,1Nv_a*1Nv_b,1Nv_a*1Ea_b,1Nv_b*1Ea_a,1Nv_b*1S_a,1Ea_a*1Ea_b,1Ea_a*1S_b,1Ea_b*1S_a,1S_a*1S_b,1E_a^2*1Nv_b,1I_a^2*1Nv_b,1Nv_b^2*1S_a,1Ea_a^2*1Ea_b,1Ea_a^2*1S_b,1Ea_b^2*1S_a,1E_a*1Nv_b^2,1E_a*1Ea_b^2,1Nv_a*1Nv_b^2,1Nv_a*1Ea_b^2,1Nv_b*1Ea_a^2,1Nv_b*1S_a^2,1Ea_a*1Ea_b^2,1Ea_a*1S_b^2,1Ea_a^2*1Ea_b^2,1Ea_a^2*1S_b^2,1I_b+2Ea_a^2,1E_a-2E_b,1I_a-2Ea_b,1I_b-2S_a^2,1Nv_a-2Ea_b^2,1Nv_a-2S_b^2,1Ea_b-2S_a^2,2Ea_a+1Ea_b,2Ea_a+1S_b,2E_a^2+1Nv_b,2Ea_a^2+1Ea_b,2E_a-1E_b,2E_a-1S_b,2I_a-1I_b,2I_b-1Nv_a,2Ea_a-1S_b,2E_a^2-1I_b,2E_a^2-1Ea_b,2E_b^2-1Nv_a,2S_a^2-1S_b,2I_a-1Ea_b^2,2E_a^2-1Ea_b^2,BG
0.912,13,31,2.148,2.005,0.847,1.1,1.22,5.5769,5.93905,3,2,0.47,0.35200000000000004,0.705,0.685,57,66,0.0,0.0,2.3200000000000003,1.4520000000000002,1.785,6.7969,1.69,1.925,11.51595,7.5769,5.9289000000000005,8.93905,5,0.8220000000000001,1.155,1.057,1.39,2.43,4.65,1.5620000000000005,7.0653000000000015,0.5729,1.6820134999999998,0.9059,1.5850175,1.182025,1.4409,1.717025,5.7008040000000015,6.046125,3.123904,0.8490249999999999,-0.11999999999999987,-4.83905,-0.8999999999999999,0.748,0.415,-4.3569,-1.78,0.75,0.515,-2.1369,2.97,3.088,2.735,2.755,-0.36214999999999975,3.5769,5.2249,4.8919,2.93905,1,0.11799999999999995,-0.21500000000000008,-0.3529999999999999,0.01999999999999991,-0.009999999999999787,-4.72905,0.8580000000000001,0.5250000000000001,-4.0885,-0.13110000000000005,-0.4641000000000001,-0.1879750000000001,-0.3883999999999999,0.976096,0.9991,0.722975,3.2191,5.452996,5.107675,2.876096,2.530775,-0.1450249999999999,-0.27839999999999976,2.2,0.3872,0.5733999999999999,6,1.056,0.94,1.41,0.16544,0.32195,0.24816,0.482925,2.4200000000000004,62.20362722,2.82,0.0777568,0.1513165,0.08735232000000001,4.4,0.13629440000000004,12,0.3717120000000001,0.4418,0.99405,0.05823488000000001,0.22053575,0.027370393600000004,0.1036518025,6.38085,-1.34,4.8729000000000005,4.945,2.752192,2.06155,-0.6420499999999998,1.2919999999999998,1.625,4.42,0.7938000000000001,0.9800000000000002,1.515,5.21475,8.8781,0.2549999999999999,-3.51905,2.0680000000000005,-0.02320000000000011,0.3090499999999998,11.029896,2.2960960000000004,4.3645
0.46,1,84,1.1745,1.767,0.958,0.98,2.18,5.391714761,9.789,1,5,0.618049,0.804,0.45,2.16,3,33,2.0228,0.15059999999999985,3.16,1.784,3.14,7.571714761000002,2.798049,2.6300000000000003,15.180714760999999,10.391714761,6.1957147610000005,10.789000000000001,6,1.422049,2.778049,1.254,2.6100000000000003,3.1404,4.4003999999999985,1.7644,10.144114761,1.185984566401,1.843098066401,2.541984566401,2.1075294999999996,2.3625000000000003,2.561984566401,2.3825000000000003,6.0381307610000015,10.057314761,1.6464159999999999,1.0065,-1.2000000000000002,-8.809,-4.02,0.17599999999999993,-1.1800000000000002,-3.211714761,1.1800000000000002,1.561951,1.7300000000000002,-1.9517147610000003,2.821951,2.636,2.99,1.2799999999999998,-4.397285239,0.39171476100000013,4.587714761,3.231714761,8.789,-4,-0.1859510000000001,-1.541951,0.35400000000000004,-1.7100000000000002,-1.2196000000000002,-8.8286,0.15639999999999987,-1.1996000000000002,-0.6393147609999996,-0.4220154335990001,-1.7780154335990002,-1.9575,-3.7724000000000006,0.3335839999999999,1.7980154335990002,1.9775,3.058015433599,4.745298761,0.7261147609999998,0.3535839999999999,-3.6656,0.6015,-3.7920000000000007,4.9,0.7879200000000001,1.34734682,5,0.804,3.090245,2.25,0.496911396,1.33498584,0.3618,0.972,4.802,145.35294031992646,11.25,0.307115591386404,0.8250866634261599,0.2908872000000001,24.5,0.6334876800000001,25,0.6464160000000001,1.909922832005,1.0125000000000002,0.39951676238399997,2.8835694144,0.2469209354746688,1.782187193000505,10.552969132802,-3.3800000000000003,3.783714761,9.384,-0.2928320000000002,-8.3312,0.39899999999999997,2.040098,3.3960980000000003,6.9208,1.5679691328019998,-0.2200000000000002,-0.20000000000000015,0.9944295220000008,18.578,-0.9239020000000002,-7.8682,1.1167999999999998,8.504800000000001,-1.755,10.137013522,1.2743839999999995,2.9619
0.76,1,86,1.1745,2.06,0.8220000000000001,0.98,1.9,5.391714761,7.285516,1,5,0.618049,0.942362,0.45,2.04,3,83,2.0228,0.0,2.88,1.922362,3.02,7.291714761000001,2.518049,2.35,12.677230760999999,10.391714761,6.334076761,8.285516000000001,6,1.560411,2.658049,1.392362,2.49,2.8604,4.4003999999999985,1.9027619999999998,9.001714761,1.3243465664010001,1.843098066401,2.421984566401,2.3491596390439997,2.2425,2.281984566401,2.1025,6.279760900044002,9.553314761000001,1.888046139044,1.144862,-0.92,-6.305516000000001,-4.02,0.03763799999999995,-1.06,-3.4917147610000003,0.8999999999999999,1.2819509999999998,1.45,-1.9517147610000003,2.821951,2.4976380000000002,2.99,1.4,-1.893801239,0.39171476100000013,4.449352761,3.351714761,6.285516,-4,-0.3243130000000001,-1.421951,0.49236199999999997,-1.59,-0.9396,-6.325116,0.018037999999999887,-1.0796,-1.7817147610000004,-0.5603774335990002,-1.658015433599,-1.8375,-2.63,0.09195386095599987,1.518015433599,1.6974999999999998,3.058015433599,4.503668621956,1.2301147610000005,0.1119538609559999,-3.1616,0.739862,-2.6496,4.9,0.92351476,1.1742931,5,0.942362,3.090245,2.25,0.582425891738,1.26081996,0.42406289999999996,0.9179999999999999,4.802,145.35294031992646,11.25,0.3599677399627791,0.7792485154580399,0.3996207625698001,24.5,0.87028521626312,25,0.8880461390440001,1.909922832005,1.0125000000000002,0.5488560281900052,2.5720727184,0.3392199193668045,1.5896669715344012,8.049485132802,-2.82,3.5069907610000004,6.880516,-0.7760922780880002,-7.3232,0.537362,2.17846,3.276098,6.9208,1.706331132802,0.06000000000000005,-0.08000000000000007,3.4979135219999997,13.571032,-0.8039020000000001,-5.3647160000000005,0.9784379999999998,6.22,-1.635,9.895383382956,1.032753860956,0.14460000000000006
0.95,1,96,1.1745,2.003,0.754,0.98,2.66,5.391714761,10.451260000000001,1,7,0.618049,3.0590368,0.45,2.56,3,53,2.0228,0.0,3.64,4.0390368,3.54,8.051714761,3.2780489999999998,3.1100000000000003,15.842974760999999,12.391714761,8.450751561,11.451260000000001,8,3.6770858,3.178049,3.5090367999999996,3.01,3.6204,4.4003999999999985,4.0194367999999985,12.467314760999999,3.441021366401,1.843098066401,2.941984566401,10.818819643754239,2.7625,3.041984566401,2.8625000000000003,14.749420904754238,11.945314760999999,10.35770614375424,3.2615368,-1.6800000000000002,-9.471260000000001,-6.02,-2.0790368000000004,-1.58,-2.731714761,1.66,2.0419509999999996,2.21,-1.9517147610000003,2.821951,0.3809632000000001,2.99,0.8799999999999999,-5.059545238999999,-1.6082852389999998,2.3326779610000004,2.831714761,9.451260000000001,-6,-2.4409878,-1.9419509999999998,2.6090368,-2.11,-1.6996000000000002,-9.490860000000001,-2.0986368,-1.5996,1.6838852390000003,-2.677052233599,-2.178015433599,-2.3575,-6.095600000000001,-8.377706143754239,2.278015433599,2.4575,3.058015433599,-3.965991382754239,-1.161885239,-8.357706143754237,-5.5536,2.8565368,-6.1152000000000015,6.8599999999999985,2.9978560639999996,1.64401034,7,3.0590368,4.326343,3.15,1.8906346352032,1.58220544,1.37656656,1.152,6.7227999999999986,203.49411644789703,22.05,1.1685048456527023,0.97788048998656,4.210967764689408,48.02,9.170552020879152,49,9.35770614375424,2.6738919648069994,1.4175,5.783520924441162,4.0504459264,3.5744993238299356,2.5033740543655933,11.215229132802,-4.34,-0.7263588389999995,10.04626,-17.715412287508475,-12.1072,2.6540367999999996,4.2951348,3.796098,8.9208,3.823005932802,-0.7000000000000002,-0.6000000000000001,0.3321695220000009,19.902520000000003,-1.323902,-8.53046,-1.1382368,13.1512,-2.155,1.4257233782457617,-7.436906143754238,3.5594
0.64,1,47,1.1745,1.916,0.872,0.98,1.6,5.391714761,6.75885,1,5,0.618049,0.9174059999999999,0.45,0.82,3,41,2.0228,0.0,2.58,1.897406,1.7999999999999998,6.991714761000002,2.218049,2.0500000000000003,12.150564760999998,10.391714761,6.309120761,7.75885,6,1.535455,1.438049,1.367406,1.27,2.5604,4.4003999999999985,1.877806,7.951714761000002,1.299390566401,1.843098066401,1.2019845664009998,2.302747268836,1.0225,1.981984566401,1.8025,6.233348529836,6.064114761,1.841633768836,1.1199059999999998,-0.6200000000000001,-5.77885,-4.02,0.06259399999999993,0.16000000000000006,-3.791714761,0.6000000000000001,0.981951,1.15,-1.9517147610000003,2.821951,2.522594,2.99,2.62,-1.3671352389999996,0.39171476100000013,4.4743087610000005,4.571714761,5.75885,-4,-0.2993570000000001,-0.201951,0.467406,-0.37,-0.6396000000000002,-5.79845,0.042993999999999866,0.14039999999999994,-2.831714761,-0.5354214335990002,-0.43801543359899997,-0.6174999999999999,-1.5800000000000003,0.13836623116399993,1.2180154335989999,1.3975,3.058015433599,4.550080992164,4.719314761000001,0.15836623116399995,0.3276000000000001,0.714906,-1.5996000000000006,4.9,0.8990578800000001,0.9888784,5,0.9174059999999999,3.090245,2.25,0.567001860894,0.5068001799999999,0.4128327000000001,0.369,4.802,145.35294031992646,11.25,0.3504349331236757,0.31322734444881994,0.3787351959762,24.5,0.82480109345928,25,0.8416337688359999,1.909922832005,1.0125000000000002,0.5201709091953209,0.4155761475999999,0.3214911102572589,0.2568464224480323,7.522819132802,-2.22,3.5569027610000004,6.35385,-0.6832675376720001,-0.3447999999999998,0.512406,2.1535040000000003,2.056098,6.9208,1.6813751328020001,0.3599999999999999,1.14,4.024579522000002,12.5177,0.416098,-4.83805,1.0033939999999997,4.120000000000001,-0.4149999999999999,9.941795753164001,1.0791662311639998,2.9394
0.13,1,82,1.1745,1.432,1.172,0.98,3.04,5.391714761,14.53413,1,5,0.618049,-1.4,0.45,3.0,3,7,2.0228,0.0,4.02,-0.4199999999999999,3.98,8.431714761,3.6580489999999997,3.49,19.925844761,10.391714761,3.991714761,15.53413,6,-0.7819510000000001,3.6180489999999996,-0.95,3.45,4.0004,4.4003999999999985,-0.4396,14.633314761,-1.018015433599,1.843098066401,3.381984566401,3.4211135,3.2025,3.421984566401,3.2425,7.351714761,14.391714761,2.96,-1.1974999999999998,-2.06,-13.55413,-4.02,2.38,-2.02,-2.3517147609999998,2.04,2.421951,2.59,-1.9517147610000003,2.821951,4.84,2.99,0.44,-9.142415238999998,0.39171476100000013,6.791714761000001,2.391714761,13.53413,-4,2.018049,-2.381951,-1.85,-2.55,-2.0796,-13.57373,2.3604,-2.0396,3.849885239,1.7819845664010001,-2.618015433599,-2.7975,-8.2616,-0.9799999999999998,2.658015433599,2.8375,3.058015433599,3.4317147610000003,-3.608285239,-0.9599999999999996,-8.0,-1.6025,-8.2812,4.9,-1.372,1.87886896,5,-1.4,3.090245,2.25,-0.8652685999999999,1.854147,-0.63,1.35,4.802,145.35294031992646,11.25,-0.5347783929613998,1.1459536992029995,0.8819999999999999,24.5,1.9208,25,1.96,1.909922832005,1.0125000000000002,1.2113760399999998,5.562441000000001,0.7486897501459597,3.4378610976089994,15.298099132802,-5.1,8.191714761,14.129129999999998,-2.9199999999999995,-17.0,-1.805,-0.163902,4.236098,6.9208,-0.6360308671980001,-1.08,-1.04,-3.7507004779999984,28.06826,-1.763902,-12.61333,3.3208,17.4832,-2.595,8.823429522000001,-0.0391999999999999,0.0
0.38,1,83,1.1745,1.604,1.003,0.98,2.19,5.391714761,10.486686,1,5,0.618049,0.746607,0.45,2.18,3,15,2.0228,0.0031000000000007692,3.17,1.726607,3.16,7.5817147610000015,2.808049,2.64,15.878400761000002,10.391714761,6.138321761,11.486686,6,1.3646559999999999,2.798049,1.196607,2.6300000000000003,3.1504,4.4003999999999985,1.707007,10.187814761,1.128591566401,1.843098066401,2.561984566401,2.018535512449,2.3825000000000003,2.571984566401,2.3925,5.949136773449,10.144114761,1.557422012449,0.9491069999999999,-1.21,-9.506686,-4.02,0.233393,-1.2000000000000002,-3.2017147610000003,1.19,1.571951,1.74,-1.9517147610000003,2.821951,2.693393,2.99,1.2599999999999998,-5.0949712389999995,0.39171476100000013,4.645107761,3.211714761,9.486686,-4,-0.12855800000000006,-1.561951,0.296607,-1.7300000000000002,-1.2296,-9.526286,0.2137929999999999,-1.2196000000000002,-0.5956147610000002,-0.3646224335990001,-1.7980154335990002,-1.9775,-3.8161,0.422577987551,1.808015433599,1.9875,3.058015433599,4.834292748550999,0.6393147609999996,0.442577987551,-3.7524000000000006,0.544107,-3.8357,4.9,0.73167486,1.3535273099999998,5,0.746607,3.090245,2.25,0.461439709743,1.34734682,0.33597315,0.981,4.802,145.35294031992646,11.25,0.2851923511669513,0.8327263547541799,0.25083990560205,24.5,0.54627357220002,25,0.557422012449,1.909922832005,1.0125000000000002,0.34451411737209203,2.9372160676,0.21292660572770405,1.815343453364112,11.250655132802,-3.4,3.898500761,10.081686,-0.11484402489800005,-8.504800000000001,0.341607,1.982705,3.4160980000000003,6.9208,1.510576132802,-0.23,-0.2200000000000002,0.2967435219999999,19.973372,-0.9439020000000002,-8.565886,1.1741929999999998,8.5922,-1.775,10.226007509551001,1.3633779875510001,5.5885
0.58,1,54,1.1745,1.86,0.899,0.98,1.9,5.391714761,7.83352,1,7,0.618049,0.15,0.45,0.94,3,75,2.0228,0.0,2.88,1.13,1.92,7.291714761000001,2.518049,2.35,13.225234761,12.391714761,5.5417147610000015,8.83352,8,0.768049,1.558049,0.6,1.39,2.8604,4.4003999999999985,1.1103999999999998,9.001714761,0.5319845664009999,1.843098066401,1.321984566401,1.4836135,1.1425,2.281984566401,2.1025,5.414214761,6.2753147610000015,1.0225,0.35250000000000004,-0.92,-6.85352,-6.02,0.83,0.040000000000000036,-3.4917147610000003,0.8999999999999999,1.2819509999999998,1.45,-1.9517147610000003,2.821951,3.29,2.99,2.5,-2.4418052390000002,-1.6082852389999998,5.241714761,4.451714761,6.83352,-6,0.468049,-0.32195100000000004,-0.30000000000000004,-0.49,-0.9396,-6.87312,0.8103999999999999,0.02039999999999997,-1.7817147610000004,0.23198456640099996,-0.558015433599,-0.7374999999999999,-2.63,0.9575,1.518015433599,1.6974999999999998,3.058015433599,5.369214761,4.508114761,0.9775,0.11640000000000005,-0.05250000000000002,-2.6496,6.8599999999999985,0.147,1.1742931,7,0.15,4.326343,3.15,0.09270735,0.58096606,0.0675,0.423,6.7227999999999986,203.49411644789703,22.05,0.05729768496014999,0.3590654924169399,0.010125,48.02,0.02205,49,0.0225,2.6738919648069994,1.4175,0.013906102499999998,0.5461080963999999,0.008594652744022498,0.33752156287192353,8.597489132802,-2.82,5.091714761,7.42852,0.955,-0.7671999999999999,-0.255,1.3860979999999998,2.176098,8.9208,0.913969132802,0.06000000000000005,1.02,2.9499095220000005,14.66704,0.29609800000000003,-5.912719999999999,1.7708,6.22,-0.5349999999999999,10.760929522,1.8983,0.0
0.6,1,85,1.1745,1.942,0.89,0.98,2.05,5.391714761,8.608389,1,5,0.618049,1.046,0.45,2.08,3,51,2.0228,0.0,3.03,2.026,3.06,7.441714761,2.6680490000000003,2.5,14.000103761000002,10.391714761,6.4377147610000005,9.608389,6,1.6640490000000001,2.698049,1.496,2.53,3.0104,4.4003999999999985,2.0064,9.594214761,1.427984566401,1.843098066401,2.461984566401,2.5552295000000003,2.2825,2.431984566401,2.2525,6.485830761000002,9.718114761,2.094116,1.2485,-1.0699999999999998,-7.628389,-4.02,-0.06600000000000006,-1.1,-3.3417147610000004,1.0499999999999998,1.4319509999999998,1.6,-1.9517147610000003,2.821951,2.394,2.99,1.36,-3.2166742390000005,0.39171476100000013,4.345714761,3.311714761,7.608389000000002,-4,-0.4279510000000001,-1.461951,0.5960000000000001,-1.63,-1.0896,-7.647989000000001,-0.08560000000000012,-1.1196000000000002,-1.1892147610000006,-0.6640154335990001,-1.6980154335989999,-1.8775,-3.2225,-0.1141160000000001,1.6680154335989998,1.8475,3.058015433599,4.297598761000001,1.0653147609999998,-0.09411600000000007,-3.3264000000000005,0.8435,-3.2421,4.9,1.02508,1.2670004499999998,5,1.046,3.090245,2.25,0.646479254,1.28554192,0.4707,0.9359999999999999,4.802,145.35294031992646,11.25,0.399555856455446,0.7945278981140799,0.4923522000000001,24.5,1.07223368,25,1.094116,1.909922832005,1.0125000000000002,0.676217299684,2.6739271936,0.4179354258523965,1.6526180280772862,9.372358132802,-3.12,3.299714761,8.203389000000001,-1.1882320000000002,-7.652800000000001,0.6409999999999999,2.282098,3.316098,6.9208,1.809969132802,-0.08999999999999986,-0.1200000000000001,2.175040522,16.216778,-0.8439020000000002,-6.687589000000001,0.8747999999999998,7.4049999999999985,-1.675,9.689313522,0.8266839999999998,2.1517
0.64,1,48,1.1745,1.92,0.872,0.98,1.5,5.391714761,7.54957,1,5,0.618049,0.322,0.45,0.83,3,73,2.0228,0.0,2.48,1.3019999999999998,1.81,6.891714761,2.118049,1.95,12.941284760999999,10.391714761,5.713714761,8.54957,6,0.940049,1.448049,0.772,1.28,2.4604,4.4003999999999985,1.2824,7.641714761,0.7039845664009999,1.843098066401,1.2119845664009998,1.5647975,1.0325,1.881984566401,1.7025,5.4953987610000015,6.0806147610000005,1.103684,0.5245,-0.52,-6.5695700000000015,-4.02,0.6579999999999999,0.15000000000000002,-3.891714761,0.5,0.881951,1.05,-1.9517147610000003,2.821951,3.1180000000000003,2.99,2.61,-2.157855239,0.39171476100000013,5.069714761,4.561714761,6.54957,-4,0.29604899999999995,-0.21195100000000003,-0.128,-0.38,-0.5396000000000001,-6.589169999999999,0.6383999999999999,0.13039999999999996,-3.141714761,0.059984566400999924,-0.448015433599,-0.6275,-1.27,0.876316,1.118015433599,1.2975,3.058015433599,5.288030761,4.702814761,0.896316,0.31110000000000004,0.1195,-1.2896,4.9,0.31556,0.9270735,5,0.322,3.090245,2.25,0.199011778,0.5129806699999999,0.1449,0.3735,4.802,145.35294031992646,11.25,0.12299903038112198,0.31704719011282995,0.046657800000000006,24.5,0.10161032,25,0.103684,1.909922832005,1.0125000000000002,0.064081792516,0.4257739561,0.039605687782721284,0.26314916779364883,8.313539132802,-2.02,4.747714761,7.14457,0.792632,-0.3777999999999999,-0.08300000000000002,1.558098,2.066098,6.9208,1.0859691328019998,0.46,1.13,3.2338595220000004,14.09914,0.406098,-5.628769999999999,1.5987999999999998,3.5,-0.4249999999999999,10.679745522000001,1.817116,2.3951
0.54,1,46,1.1745,1.7990000000000002,0.918,0.98,1.63,5.391714761,6.746187,1,5,0.618049,0.525,0.45,0.84,3,23,2.0228,1.9785000000000004,2.61,1.505,1.82,7.021714761,2.248049,2.08,12.137901760999998,10.391714761,5.9167147610000015,7.746187,6,1.143049,1.458049,0.975,1.29,2.5904,4.4003999999999985,1.4853999999999998,8.048614761,0.906984566401,1.843098066401,1.2219845664009998,1.7367384999999997,1.0425,2.011984566401,1.8325,5.667339761,6.097314761,1.275625,0.7275,-0.6499999999999999,-5.766187,-4.02,0.455,0.14,-3.761714761,0.6299999999999999,1.0119509999999998,1.18,-1.9517147610000003,2.821951,2.915,2.99,2.6,-1.3544722389999997,0.39171476100000013,4.866714761,4.551714761,5.746187,-4,0.09304899999999994,-0.221951,0.07500000000000001,-0.39,-0.6696,-5.785787,0.4353999999999999,0.12039999999999995,-2.7348147610000004,-0.1430154335990001,-0.458015433599,-0.6375,-1.6768999999999998,0.704375,1.248015433599,1.4274999999999998,3.058015433599,5.1160897610000005,4.686114761000001,0.724375,0.2944000000000001,0.3225,-1.6965,4.9,0.5145,1.00741987,5,0.525,3.090245,2.25,0.324475725,0.5191611599999999,0.23625,0.37799999999999995,4.802,145.35294031992646,11.25,0.20054189736052494,0.32086703577683995,0.12403125,24.5,0.2701125,25,0.275625,1.909922832005,1.0125000000000002,0.170349755625,0.4360953743999999,0.1052844961142756,0.2695283100525455,7.510156132802,-2.28,4.341714761,6.341187000000001,0.44875,-0.4111999999999998,0.12,1.761098,2.076098,6.9208,1.288969132802,0.3300000000000001,1.12,4.0372425220000006,12.492374,0.396098,-4.825387,1.3958,4.3138,-0.435,10.507804522,1.6451749999999998,3.0347
0.27,41,72,1.947,1.371,1.091,1.0,2.04,5.425871,8.298019,2,3,0.34,0.279723,0.675,2.0,71,5,1.5999,0.0,3.04,1.279723,3.0,7.465871000000001,2.38,2.715,13.723889999999999,8.425871,5.7055940000000005,10.298019,5,0.6197229999999999,2.34,0.954723,2.675,3.04,4.44,1.279723,9.587471,0.395323,1.5767135,2.1156,1.539358456729,2.455625,2.1556,2.495625,5.504115956729,9.425871,2.078244956729,0.7353480000000001,-1.04,-7.298019,-2.0,0.7202770000000001,-1.0,-3.385871,0.040000000000000036,1.7,1.365,-1.985871,3.1,3.1602770000000002,2.765,1.44,-2.872148,2.425871,5.146148,3.425871,6.298019,-1,0.060277000000000025,-1.66,-0.395277,-1.325,-1.04,-7.298019,0.7202770000000001,-1.0,-1.264271,-0.16412299999999996,-1.8844,-1.544375,-3.1616,0.9217550432709999,1.9244,1.584375,3.3244,5.347626043271,1.425871,1.921755043271,-2.0,-0.17590200000000006,-3.1616,3.0,0.279723,0.6936000000000001,6,0.559446,1.02,2.0250000000000004,0.09510582,0.68,0.188813025,1.35,3.0,88.320228325923,6.075,0.032335978800000005,0.23120000000000004,0.05281534579207501,9.0,0.07824495672899999,18,0.15648991345799998,0.34680000000000005,1.3668750000000005,0.026603285287860004,1.36,0.009045116997872402,0.4624000000000001,8.529219,-3.08,4.866425,7.386769,1.8435100865419998,-6.0,-0.6315270000000002,0.959723,2.68,5.0,0.5109229999999999,-0.040000000000000036,0.0,2.553723,14.596038,-1.3199999999999998,-6.298019,1.720277,6.3232,-1.08875,10.773497043271,1.921755043271,5.3996
0.16,68,77,1.693,1.39,1.129,1.31,2.55,7.646235000000001,11.260296,2,4,0.0,1.262119,1.28,2.5,12,6,4.638,5.9024,3.86,2.572119,3.81,10.196235,2.55,3.83,18.906531,11.646235,8.908354,13.260295999999999,6,1.262119,2.5,2.542119,3.78,4.2661,5.1561,2.9782189999999997,14.148735,1.262119,1.4611135,2.5,3.054057870161,4.1384,2.55,4.1884,9.239179370161,13.896235,3.592944370161,2.900519,-1.2399999999999998,-9.950296,-2.69,0.04788100000000006,-1.19,-5.096235,0.5499999999999998,2.55,1.2699999999999998,-4.206235,3.44,2.177881,2.16,0.94,-3.614061,3.646235,6.384116000000001,5.146235,9.260296,-2,-1.262119,-2.5,-0.01788100000000004,-1.22,-0.8338999999999996,-9.544196000000001,0.4539810000000002,-0.7838999999999998,-1.1437350000000004,-1.262119,-2.5,-0.8615999999999999,-5.192499999999999,-0.28294437016099994,2.55,0.9115999999999996,3.44,6.053290629838999,1.3962350000000001,0.407055629839,-4.25,-0.3762810000000001,-4.7864,5.24,1.65337589,0.0,8,2.524238,0.0,5.12,0.0,0.0,1.61551232,3.2,6.864400000000002,233.8596387009,20.48,0.0,0.0,2.03896879380608,20.96,2.08675712491091,32,3.185888740322,0.0,6.5536,0.0,0.0,0.0,0.0,11.260296,-3.79,5.121997,7.9834960000000015,-1.185888740322,-10.5,-2.0146810000000004,1.262119,2.5,7.4322,1.262119,0.07000000000000027,0.1200000000000001,4.032174,20.520592,-2.5,-7.828096,2.1700810000000006,11.005,0.7768000000000002,13.699525629839,1.8392556298390004,5.1935
0.53,68,79,1.693,1.7480000000000002,0.906,1.31,2.01,7.646235000000001,7.899435,2,4,0.0,1.232712,1.28,1.9,12,32,4.638,0.0,3.32,2.542712,3.21,9.656235,2.01,3.29,15.54567,11.646235,8.878947,9.899435,6,1.232712,1.9,2.512712,3.18,3.7261,5.1561,2.9488119999999998,11.686335,1.232712,1.4611135,1.9,2.980692374944,3.5384,2.01,3.6484,9.165813874944,11.256235,3.5195788749440005,2.871112,-0.6999999999999997,-6.589435000000001,-2.69,0.07728800000000002,-0.5899999999999999,-5.636235,0.009999999999999787,2.01,0.7299999999999998,-4.206235,3.44,2.207288,2.16,1.54,-0.2532000000000005,3.646235,6.4135230000000005,5.7462349999999995,5.8994349999999995,-2,-1.232712,-1.9,-0.047288,-0.6199999999999999,-0.2938999999999996,-6.1833350000000005,0.4833880000000002,-0.18389999999999973,-3.606135000000001,-1.232712,-1.9,-0.26159999999999983,-2.730099999999999,-0.209578874944,2.01,0.3715999999999997,3.44,6.126656125056,4.036235,0.480421125056,-1.61,-0.4056880000000001,-2.323999999999999,5.24,1.61485272,0.0,8,2.465424,0.0,5.12,0.0,0.0,1.57787136,2.432,6.864400000000002,233.8596387009,20.48,0.0,0.0,1.94506095992832,20.96,1.99064832617664,32,3.039157749888,0.0,6.5536,0.0,0.0,0.0,0.0,7.899435,-2.7099999999999995,5.180811,4.622635000000002,-1.039157749888,-5.22,-2.0440880000000003,1.232712,1.9,7.4322,1.232712,0.6100000000000003,0.7200000000000002,7.3930349999999985,13.79887,-1.9,-4.4672350000000005,2.199488000000001,6.080199999999998,1.3768000000000002,13.772891125055999,1.9126211250560003,2.5362
