rb,Ma,Mb,dAO,dBO,t,E_a,E_b,I_a,I_b,Nv_a,Nv_b,Ea_a,Ea_b,S_a,S_b,Atomic #a,Atomic #b,BG ao,BG bo,1E_a+1E_b,1E_a+1Ea_b,1E_a+1S_b,1E_b+1I_a,1E_b+1Ea_a,1E_b+1S_a,1I_a+1I_b,1I_a+1Nv_b,1I_a+1Ea_b,1I_b+1Nv_a,1Nv_a+1Nv_b,1Ea_a+1Ea_b,1Ea_a+1S_b,1Ea_b+1S_a,1S_a+1S_b,1E_a^2+1E_b,1E_a^2+1E_c,1E_a^2+1Ea_b,1E_b^2+1I_a,1Ea_a^2+1Ea_b,1Ea_a^2+1Ea_c,1Ea_a^2+1S_b,1Ea_b^2+1Ea_c,1S_a^2+1S_b,1E_b+1Ea_a^2,1E_b+1S_a^2,1I_a+1Ea_b^2,1I_a+1S_b^2,1Nv_a+1Ea_b^2,1Ea_b+1S_a^2,1E_a-1E_b,1E_a-1I_b,1E_a-1Nv_b,1E_a-1Ea_b,1E_a-1S_b,1E_b-1I_a,1E_b-1Nv_a,1E_b-1Ea_a,1E_b-1S_a,1E_c-1I_a,1E_c-1Ea_a,1E_c-1Ea_b,1E_c-1S_a,1E_c-1S_b,1I_a-1I_b,1I_a-1Nv_b,1I_a-1Ea_b,1I_a-1S_b,1I_b-1Nv_a,1Nv_a-1Nv_b,1Ea_a-1Ea_b,1Ea_a-1S_b,1Ea_b-1S_a,1S_a-1S_b,1E_a^2-1E_b,1E_a^2-1I_b,1E_a^2-1Ea_b,1E_a^2-1S_b,1E_b^2-1I_a,1Ea_a^2-1Ea_b,1Ea_a^2-1S_b,1S_a^2-1S_b,1E_a-1E_b^2,1E_a-1Ea_b^2,1E_b-1Ea_a^2,1E_b-1S_a^2,1E_c-1Ea_a^2,1I_a-1Ea_b^2,1I_a-1S_b^2,1Nv_a-1Ea_b^2,1Nv_a-1S_b^2,1Ea_b-1S_a^2,1E_a^2-1E_b^2,1E_a*1Nv_b,1E_a*1Ea_b,1E_b*1Ea_a,1Nv_a*1Nv_b,1Nv_a*1Ea_b,1Nv_b*1Ea_a,1Nv_b*1S_a,1Ea_a*1Ea_b,1Ea_a*1S_b,1Ea_b*1S_a,1S_a*1S_b,1E_a^2*1Nv_b,1I_a^2*1Nv_b,1Nv_b^2*1S_a,1Ea_a^2*1Ea_b,1Ea_a^2*1S_b,1Ea_b^2*1S_a,1E_a*1Nv_b^2,1E_a*1Ea_b^2,1Nv_a*1Nv_b^2,1Nv_a*1Ea_b^2,1Nv_b*1Ea_a^2,1Nv_b*1S_a^2,1Ea_a*1Ea_b^2,1Ea_a*1S_b^2,1Ea_a^2*1Ea_b^2,1Ea_a^2*1S_b^2,1I_b+2Ea_a^2,1E_a-2E_b,1I_a-2Ea_b,1I_b-2S_a^2,1Nv_a-2Ea_b^2,1Nv_a-2S_b^2,1Ea_b-2S_a^2,2Ea_a+1Ea_b,2Ea_a+1S_b,2E_a^2+1Nv_b,2Ea_a^2+1Ea_b,2E_a-1E_b,2E_a-1S_b,2I_a-1I_b,2I_b-1Nv_a,2Ea_a-1S_b,2E_a^2-1I_b,2E_a^2-1Ea_b,2E_b^2-1Nv_a,2S_a^2-1S_b,2I_a-1Ea_b^2,2E_a^2-1Ea_b^2,BG
0.72,7,44,1.967,1.937,0.919,1.0,1.33,6.1131552000000005,6.6339,2,4,0.02455,0.426,0.6,0.76,20,40,3.12,0.0,2.33,1.426,1.76,7.4431552,1.35455,1.93,12.747055199999998,10.1131552,6.539155200000001,8.6339,6,0.45055,0.78455,1.026,1.36,2.33,4.44,1.426,7.8820552,0.4266027025,1.4617162025,0.7606027025000001,1.6425895000000001,1.12,1.3306027025,1.69,6.2946312,6.6907552,2.181476,0.7859999999999999,-0.3300000000000001,-5.6339,-3.0,0.5740000000000001,0.24,-4.7831552,-0.6699999999999999,1.30545,0.7300000000000001,-2.6731552,3.41545,3.014,2.84,2.68,-0.5207448000000001,2.1131552,5.6871551999999985,5.353155200000001,4.6339,-2,-0.40145,-0.73545,-0.174,-0.16000000000000006,-0.3300000000000001,-5.6339,0.5740000000000001,0.24,-4.344255199999999,-0.4253972975,-0.7593972975,-0.4,-0.7689000000000001,0.818524,1.3293972975,0.97,3.4393972975,5.9316792000000005,5.535555199999999,1.8185240000000003,1.4224,0.066,-0.7689000000000001,4.0,0.426,0.0326515,8,0.852,0.0982,2.4,0.0104583,0.018658,0.2556,0.456,4.0,149.48266599714813,9.6,0.000256751265,0.0004580539,0.1088856,16.0,0.181476,32,0.362952,0.00241081,1.44,0.0044552358,0.01418008,0.00010937603889,0.00034812096400000005,6.635105405,-1.66,5.261155199999998,5.9139,1.637048,0.8448,-0.294,0.4751,0.8091,6.0,0.427205405,0.6699999999999999,1.24,5.5924104,11.2678,-0.7109,-4.6339,1.574,1.5378000000000005,-0.040000000000000036,12.0448344,1.8185240000000003,3.826000000000001
0.53,70,79,1.904,1.7480000000000002,1.0,1.69,2.01,8.993822,7.899435,12,4,0.0,1.232712,1.36,1.9,48,32,0.0,0.0,3.7,2.922712,3.59,11.003822,2.01,3.37,16.893257000000002,12.993822,10.226534,19.899435,16,1.232712,1.9,2.5927119999999997,3.26,4.8660999999999985,6.296099999999999,4.088812,13.033922,1.232712,1.4611135,1.9,2.980692374944,3.7496,2.01,3.8596,10.513400874944,12.603822000000001,13.519578874944001,3.0823120000000004,-0.31999999999999984,-6.209435000000001,-2.31,0.4572879999999999,-0.21,-6.983822,-9.99,2.01,0.6499999999999997,-5.553822,3.44,2.207288,2.08,1.54,1.094386999999999,4.993822,7.761109999999999,7.0938219999999985,-4.1005650000000005,8,-1.232712,-1.9,-0.12728800000000007,-0.5399999999999998,0.8460999999999999,-5.043335000000001,1.6233879999999996,0.9560999999999996,-4.953722000000001,-1.232712,-1.9,-0.05039999999999956,-2.350099999999999,0.17042112505599993,2.01,0.16039999999999946,3.44,7.474243125056,5.383822,10.480421125055999,8.39,-0.6168880000000003,-1.1839999999999993,6.76,2.08328328,0.0,48,14.792544,0.0,5.44,0.0,0.0,1.6764883200000005,2.5839999999999996,11.4244,323.555336670736,21.76,0.0,0.0,2.06662726992384,27.04,2.56808829865536,192,18.234946499328,0.0,7.398400000000001,0.0,0.0,0.0,0.0,7.899435,-2.33,6.528397999999998,4.200234999999998,8.960842250112,4.78,-2.466488000000001,1.232712,1.9,9.7122,1.232712,1.37,1.48,10.088209,3.7988700000000013,-1.9,-2.1872350000000007,4.479487999999999,-3.9198000000000017,1.7992000000000008,16.468065125056,4.192621125055998,1.3882
0.69,70,80,1.904,1.905,0.922,1.69,1.96,8.993822,7.343917,12,4,0.0,1.112067,1.36,1.84,48,50,0.0,0.5174000000000003,3.65,2.8020669999999996,3.53,10.953822,1.96,3.3200000000000003,16.337739000000003,12.993822,10.105889,19.343917,16,1.112067,1.84,2.472067,3.2,4.8161,6.296099999999999,3.9681669999999993,12.835422,1.112067,1.4611135,1.84,2.697806512489,3.6896,1.96,3.809600000000001,10.230515012489,12.379422,13.236693012488999,2.9616670000000003,-0.27,-5.653917,-2.31,0.577933,-0.15000000000000013,-7.033822,-10.04,1.96,0.5999999999999999,-5.553822,3.44,2.3279330000000003,2.08,1.6,1.6499049999999995,4.993822,7.881755,7.153822,-4.656083,8,-1.112067,-1.84,-0.24793300000000015,-0.48,0.8960999999999997,-4.4878170000000015,1.7440329999999995,1.0160999999999996,-5.152222,-1.112067,-1.84,0.009600000000000277,-2.1516,0.4533069875110001,1.96,0.1103999999999996,3.44,7.757128987511,5.6082220000000005,10.763306987511001,8.6144,-0.7375330000000004,-0.9855,6.76,1.87939323,0.0,48,13.344804000000002,0.0,5.44,0.0,0.0,1.51241112,2.5024,11.4244,323.555336670736,21.76,0.0,0.0,1.68190249698504,27.04,2.09001119110641,192,14.840316149868,0.0,7.398400000000001,0.0,0.0,0.0,0.0,7.343917,-2.23,6.769688,3.644717,9.526613975022,5.2288,-2.587133000000001,1.112067,1.84,9.7122,1.112067,1.42,1.5399999999999998,10.643726999999998,2.6878340000000005,-1.84,-1.631717000000001,4.6001330000000005,-4.3168000000000015,1.8592000000000009,16.750950987511,4.4755069875109985,0.6937000000000002
0.605,70,43,1.904,1.815,0.962,1.69,1.54,8.993822,6.828119999999999,12,4,0.0,0.079,1.36,0.79,48,22,0.0,0.0,3.23,1.7690000000000001,2.48,10.533822,1.54,2.9000000000000004,15.821942000000002,12.993822,9.072822,18.828120000000002,16,0.079,0.79,1.439,2.1500000000000004,4.3961,6.296099999999999,2.9351,11.365422,0.079,1.4611135,0.79,1.4673545000000001,2.6396000000000006,1.54,3.3896000000000006,9.000062999999997,9.617922,12.006241000000001,1.9286000000000003,0.1499999999999999,-5.138120000000002,-2.31,1.611,0.8999999999999999,-7.453822,-10.46,1.54,0.17999999999999994,-5.553822,3.44,3.361,2.08,2.65,2.165702,4.993822,8.914822000000001,8.203821999999999,-5.171880000000001,8,-0.079,-0.79,-1.281,0.5700000000000001,1.3160999999999996,-3.972020000000001,2.7770999999999995,2.0661,-6.622222,-0.079,-0.79,1.0596000000000003,-0.6816,1.683759,1.54,-0.3096000000000003,3.44,8.987581,8.369722,11.993758999999999,11.3759,-1.7706000000000004,0.4844999999999997,6.76,0.13351,0.0,48,0.948,0.0,5.44,0.0,0.0,0.10744,1.0744,11.4244,323.555336670736,21.76,0.0,0.0,0.00848776,27.04,0.01054729,192,0.074892,0.0,7.398400000000001,0.0,0.0,0.0,0.0,6.828119999999999,-1.39,8.835822,3.1289199999999995,11.987518,10.7518,-3.620200000000001,0.079,0.79,9.7122,0.079,1.84,2.59,11.159524000000001,1.6562400000000004,-0.79,-1.1159200000000011,5.6332,-7.2568,2.9092000000000007,17.981403,5.705958999999999,2.4636
0.535,15,73,2.116,1.644,1.009,1.12,1.61,5.5386,5.9857684,2,3,0.65,0.43283,0.7025,1.66,58,13,0.0,0.0,2.7300000000000004,1.5528300000000002,2.78,7.1486,2.26,2.3125,11.5243684,8.538599999999999,5.971430000000001,7.9857684,5,1.08283,2.31,1.13533,2.3625,2.8644000000000003,4.6944,1.6872300000000002,8.130700000000001,0.8553299999999999,1.8836134999999998,2.0825,1.6484553088999998,2.15350625,2.0325,2.10350625,5.7259418089,8.2942,2.1873418089,0.92633625,-0.49,-4.8657684,-1.88,0.6871700000000001,-0.5399999999999998,-3.9286,-0.3899999999999999,0.96,0.9075,-2.0986,2.79,3.00717,2.7375,1.78,-0.4471684000000007,2.5386,5.10577,3.8786,3.9857684,-1,0.21717000000000006,-1.0099999999999998,-0.26966999999999997,-0.9575,-0.3555999999999999,-4.7313684,0.8215700000000001,-0.4055999999999997,-2.9464999999999995,-0.01032999999999995,-1.2374999999999998,-1.16649375,-1.4721000000000002,0.9326581911,1.1875,1.11649375,3.0175,5.3512581911,2.783,1.8126581911000001,-0.7555999999999998,-0.060676250000000036,-1.3377,3.3600000000000003,0.48476959999999997,1.0465000000000002,6,0.86566,1.95,2.1075,0.2813395,1.079,0.304063075,1.16615,3.7632,92.02826988,6.3225,0.182870675,0.70135,0.13160762075225,10.080000000000002,0.209822825968,18,0.37468361780000004,1.2675,1.48051875,0.121772175785,1.7911400000000002,0.07915191426025,1.164241,6.830768400000001,-2.1,4.6729400000000005,4.998755900000001,1.6253163822,-3.5112,-0.5541825,1.7328299999999999,2.96,5.508800000000001,1.27783,0.6300000000000001,0.5800000000000003,5.091431599999999,9.9715368,-0.3599999999999999,-3.4769684,2.0759700000000003,3.1842000000000006,-0.6729874999999998,10.889858191099998,2.3214581911000005,0.01130000000000031
0.615,15,49,2.116,1.7080000000000002,0.968,1.12,1.66,5.5386,6.76651,2,6,0.65,0.6659999999999999,0.7025,0.89,58,24,0.0,0.5728000000000004,2.78,1.786,2.01,7.1986,2.31,2.3625,12.30511,11.5386,6.204599999999999,8.76651,8,1.3159999999999998,1.54,1.3685,1.5925,2.9144,4.6944,1.9204,8.2942,1.0885,1.8836134999999998,1.3125,1.9046695,1.38350625,2.0825,2.15350625,5.982156,6.3307,2.443556,1.15950625,-0.5399999999999998,-5.64651,-4.88,0.4540000000000002,0.2300000000000001,-3.8786,-0.3400000000000001,1.0099999999999998,0.9575,-2.0986,2.79,2.7739999999999996,2.7375,2.55,-1.2279100000000005,-0.4614000000000002,4.8726,4.6486,4.76651,-4,-0.015999999999999903,-0.24,-0.03650000000000009,-0.1875,-0.4055999999999997,-5.51211,0.5884000000000003,0.36440000000000017,-2.783,-0.2434999999999999,-0.4675,-0.39649375,-1.6355999999999995,0.6764440000000003,1.2374999999999998,1.16649375,3.0175,5.095044000000001,4.746499999999998,1.5564440000000002,1.2079,0.1724937499999999,-1.5011999999999996,6.7200000000000015,0.74592,1.079,12,1.332,3.9,4.215,0.4329,0.5785,0.467865,0.625225,7.5264000000000015,184.05653976,25.29,0.281385,0.3760250000000001,0.31159808999999994,40.32000000000001,0.49678272,72,0.8871119999999998,2.535,2.9610375,0.28831139999999994,0.514865,0.18740241,0.33466225000000005,7.611510000000001,-2.2,4.2066,5.7794975,1.1128880000000003,0.4158,-0.3210125000000001,1.966,2.19,8.5088,1.511,0.5800000000000003,1.35,4.310689999999999,11.53302,0.41,-4.2577099999999986,1.8428000000000004,3.5112,0.09701250000000006,10.633644,2.0652440000000003,0.0
0.645,15,55,2.116,1.751,0.953,1.12,1.83,5.5386,7.9024678,2,8,0.65,0.151,0.7025,0.99,58,26,0.0,1.8845,2.95,1.271,2.1100000000000003,7.3686,2.48,2.5325,13.4410678,13.5386,5.6896,9.902467800000002,10,0.8009999999999999,1.64,0.8535,1.6925,3.0844000000000005,4.6944,1.4054000000000002,8.8875,0.5735,1.8836134999999998,1.4125,1.4839145,1.48350625,2.2525,2.3235062500000003,5.561401,6.5187,2.022801,0.6445062500000001,-0.71,-6.7824678,-6.88,0.969,0.13000000000000012,-3.7086,-0.16999999999999993,1.1800000000000002,1.1275,-2.0986,2.79,3.2889999999999997,2.7375,2.45,-2.3638678000000004,-2.4614000000000003,5.3876,4.5486,5.9024678,-6,0.499,-0.34,-0.5515,-0.2875,-0.5755999999999999,-6.6480678,1.1034000000000002,0.2644000000000002,-2.1896999999999998,0.2715000000000001,-0.5674999999999999,-0.49649375,-2.2289000000000003,1.097199,1.4075,1.33649375,3.0175,5.515799,4.5585,1.9771990000000002,1.0199,-0.34250625,-2.0945,8.96,0.16912000000000002,1.1895,16,0.302,5.2,5.62,0.09815,0.6435,0.1060775,0.695475,10.0352,245.40871968,44.96,0.06379750000000001,0.4182750000000001,0.016017702499999998,71.68,0.02553712,128,0.045602,3.3800000000000003,3.94805,0.01482065,0.637065,0.0096334225,0.4140922500000001,8.7474678,-2.54,5.2366,6.9154553,1.9543979999999999,0.039800000000000064,-0.8360125,1.4509999999999998,2.29,10.5088,0.996,0.41000000000000014,1.2500000000000002,3.1747322,13.8049356,0.31000000000000005,-5.3936677999999985,2.357800000000001,4.697800000000001,-0.002987499999999921,11.054399,2.4859990000000005,0.0
0.62,15,74,2.116,1.73,0.966,1.12,1.81,5.5386,5.9993018,2,3,0.65,0.43,0.7025,1.68,58,31,0.0,0.0,2.93,1.55,2.8,7.3485999999999985,2.46,2.5125,11.5379018,8.538599999999999,5.9686,7.9993018,5,1.08,2.33,1.1325,2.3825,3.0644,4.6944,1.6844,8.8147,0.8525,1.8836134999999998,2.1025,1.6460134999999998,2.17350625,2.2325,2.30350625,5.7235,8.360999999999999,2.1849,0.92350625,-0.69,-4.8793018,-1.88,0.6900000000000002,-0.5599999999999998,-3.7286,-0.18999999999999995,1.16,1.1075,-2.0986,2.79,3.01,2.7375,1.76,-0.4607017999999998,2.5386,5.1086,3.8586,3.9993018,-1,0.22000000000000006,-1.0299999999999998,-0.2725,-0.9775,-0.5555999999999999,-4.744901799999999,0.8244000000000002,-0.42559999999999976,-2.2625,-0.007499999999999951,-1.2574999999999998,-1.18649375,-2.1561,0.9351000000000002,1.3875,1.31649375,3.0175,5.3537,2.7162,1.8151,-0.8223999999999996,-0.06350625000000004,-2.0217,3.3600000000000003,0.4816,1.1765,6,0.86,1.95,2.1075,0.2795,1.092,0.302075,1.1802,3.7632,92.02826988,6.3225,0.181675,0.7098000000000001,0.12989225,10.080000000000002,0.20708800000000002,18,0.3698,1.2675,1.48051875,0.120185,1.83456,0.07812025,1.192464,6.844301799999998,-2.5,4.6785999999999985,5.012289299999999,1.6302,-3.6447999999999987,-0.5570125000000001,1.73,2.98,5.508800000000001,1.275,0.43000000000000016,0.5600000000000003,5.0778982,9.9986036,-0.3799999999999999,-3.4905017999999988,2.0788,4.5522,-0.6929874999999999,10.8923,2.3239000000000005,0.0
0.861,15,41,2.116,1.947,0.86,1.12,1.0,5.5386,5.425871,2,2,0.65,0.34,0.7025,0.675,58,71,0.0,1.5999,2.12,1.4600000000000002,1.7950000000000002,6.5386,1.65,1.7025,10.964471000000001,7.5386,5.8786,7.425871000000001,4,0.99,1.3250000000000002,1.0425,1.3775,2.2544000000000004,4.6944,1.5944000000000005,6.5386,0.7625000000000001,1.8836134999999998,1.0975,1.5767135,1.16850625,1.4225,1.49350625,5.6542,5.994225,2.1156,0.8335062500000001,0.1200000000000001,-4.305871,-0.8799999999999999,0.78,0.4450000000000001,-4.5386,-1.0,0.35,0.2975,-2.0986,2.79,3.1,2.7375,2.765,0.11272899999999984,3.5386,5.1986,4.8636,3.425871,0,0.31,-0.025000000000000026,-0.3625,0.02749999999999997,0.2544000000000002,-4.171471,0.9144,0.5794000000000001,-4.5386,0.08250000000000003,-0.2525,-0.18149375,0.1200000000000001,1.0044000000000002,0.5774999999999999,0.50649375,3.0175,5.422999999999999,5.0829749999999985,1.8844,1.544375,-0.15350625,0.2544000000000002,2.24,0.3808000000000001,0.65,4,0.68,1.3,1.405,0.22100000000000006,0.43875,0.23885000000000006,0.4741875,2.5088000000000004,61.35217992,2.81,0.14365000000000006,0.28518750000000004,0.08120900000000003,4.48,0.12947200000000006,8,0.23120000000000004,0.8450000000000001,0.9870125,0.07514000000000001,0.2961562500000001,0.048841000000000016,0.19250156250000008,6.270871,-0.8799999999999999,4.8586,4.4388585,1.7688,1.08875,-0.6470125,1.64,1.975,4.508800000000001,1.185,1.2400000000000002,1.5650000000000002,5.6513290000000005,8.851742,0.625,-2.9170709999999995,2.1688000000000005,0.0,0.3120125,10.9616,2.3932,0.09889999999999954
0.645,15,52,2.116,1.732,0.953,1.12,1.55,5.5386,7.434017999999999,2,7,0.65,0.0,0.7025,0.945,58,25,0.0,0.19930000000000006,2.67,1.12,2.065,7.0886,2.2,2.2525,12.972617999999999,12.5386,5.5386,9.434018,9,0.65,1.595,0.7025,1.6475,2.8044,4.6944,1.2544000000000002,7.9411,0.4225,1.8836134999999998,1.3675,1.4611135,1.43850625,1.9725,2.04350625,5.5386,6.431625,2.0,0.49350625,-0.43,-6.314018,-5.88,1.12,0.17500000000000016,-3.9886,-0.45,0.9,0.8475,-2.0986,2.79,3.44,2.7375,2.495,-1.8954180000000005,-1.4614000000000005,5.5386,4.5936,5.434018,-5,0.65,-0.29499999999999993,-0.7025,-0.24249999999999994,-0.29559999999999986,-6.179618,1.2544000000000002,0.30940000000000023,-3.1360999999999994,0.4225,-0.5225,-0.4514937499999999,-1.2825000000000002,1.12,1.1275,1.05649375,3.0175,5.5386,4.645575,2.0,1.106975,-0.49350625,-1.1481,7.840000000000002,0.0,1.0075,14,0.0,4.55,4.9175,0.0,0.61425,0.0,0.6638625,8.780800000000001,214.73262972,34.4225,0.0,0.3992625,0.0,54.88,0.0,98,0.0,2.9575000000000005,3.45454375,0.0,0.58046625,0.0,0.3773030625,8.279017999999999,-1.98,5.5386,6.4470055,2.0,0.21395000000000008,-0.9870125,1.3,2.245,9.5088,0.8450000000000001,0.6900000000000002,1.2950000000000004,3.643182,12.868036,0.3550000000000001,-4.925217999999999,2.5088000000000004,2.8050000000000006,0.04201250000000012,11.0772,2.5088000000000004,0.0
0.67,15,43,2.116,1.791,0.942,1.12,1.54,5.5386,6.828119999999999,2,4,0.65,0.079,0.7025,0.79,58,22,0.0,0.0,2.66,1.199,1.91,7.0786,2.19,2.2425,12.366719999999999,9.5386,5.6176,8.82812,6,0.7290000000000001,1.44,0.7815,1.4925000000000002,2.7944000000000004,4.6944,1.3334,7.9102,0.5015000000000001,1.8836134999999998,1.2125,1.4673545000000001,1.28350625,1.9625,2.0335062500000003,5.544841,6.1627,2.006241,0.57250625,-0.4199999999999999,-5.70812,-2.88,1.041,0.3300000000000001,-3.9986,-0.46,0.89,0.8375,-2.0986,2.79,3.361,2.7375,2.65,-1.2895200000000004,1.5385999999999995,5.4596,4.7486,4.828119999999999,-2,0.5710000000000001,-0.14,-0.6235,-0.08750000000000002,-0.28559999999999985,-5.57372,1.1754000000000002,0.4644000000000002,-3.167,0.3435,-0.3675,-0.29649375,-1.2515999999999998,1.1137590000000002,1.1175,1.04649375,3.0175,5.532359,4.9144999999999985,1.993759,1.3759,-0.41450625,-1.1171999999999995,4.48,0.08847999999999999,1.001,8,0.158,2.6,2.81,0.05135,0.5135000000000001,0.055497500000000005,0.554975,5.017600000000002,122.70435984,11.24,0.033377500000000004,0.33377500000000004,0.0043843025,17.92,0.006989920000000001,32,0.012482,1.6900000000000002,1.974025,0.00405665,0.4056650000000001,0.0026368225,0.2636822500000001,7.67312,-1.96,5.3805999999999985,5.8411075,1.9875180000000001,0.7517999999999998,-0.9080125,1.379,2.09,6.508800000000001,0.924,0.7000000000000002,1.4500000000000002,4.249079999999998,11.656239999999999,0.51,-4.3193199999999985,2.4298,2.7432,0.19701250000000006,11.070959,2.502559,0.0
0.88,15,37,2.116,1.968,0.853,1.12,1.25,5.5386,6.18431,2,2,0.65,1.029,0.7025,0.6775,58,69,0.0,0.0,2.37,2.149,1.7975,6.7886,1.9,1.9525,11.72291,7.5386,6.5676,8.18431,4,1.6790000000000005,1.3275,1.7315,1.38,2.5044000000000004,4.6944,2.2834000000000003,7.1011,1.4515000000000002,1.8836134999999998,1.1,2.5199545000000003,1.17100625,1.6725,1.74350625,6.597441000000001,5.99760625,3.058841,1.5225062500000002,-0.1299999999999999,-5.06431,-0.8799999999999999,0.09099999999999996,0.4425000000000001,-4.2886,-0.75,0.6,0.5475,-2.0986,2.79,2.411,2.7375,2.7625,-0.6457100000000002,3.5386,4.5096,4.8611,4.18431,0,-0.3790000000000001,-0.02749999999999997,0.3265000000000001,0.025000000000000026,0.0044000000000001815,-4.92991,0.22540000000000004,0.5769000000000002,-3.9761,-0.6065,-0.25499999999999995,-0.18399375,-0.4424999999999999,0.061158999999999734,0.8274999999999999,0.75649375,3.0175,4.479759,5.07959375,0.9411589999999996,1.54099375,0.5354937500000001,-0.3080999999999998,2.24,1.1524800000000002,0.8125,4,2.0580000000000003,1.3,1.405,0.6688500000000002,0.440375,0.7228725000000001,0.47594375,2.5088000000000004,61.35217992,2.81,0.4347525000000001,0.28624375,0.7438358025000003,4.48,1.1859019200000005,8,2.1176820000000007,0.8450000000000001,0.9870125,0.6882466500000003,0.2983540625,0.4473603225000002,0.193930140625,7.029310000000001,-1.38,3.4805999999999995,5.1972975,-0.11768200000000073,1.0819875,0.04198750000000007,2.329,1.9775,4.508800000000001,1.874,0.9900000000000002,1.5625000000000002,4.89289,10.36862,0.6225,-3.67551,1.4798000000000002,1.125,0.3095125000000001,10.018358999999998,1.449959,0.02910000000000057
0.64,15,46,2.116,1.749,0.956,1.12,1.63,5.5386,6.746187,2,5,0.65,0.525,0.7025,0.84,58,23,0.0,1.9785000000000004,2.75,1.645,1.96,7.1686,2.28,2.3325,12.284787,10.5386,6.0636,8.746186999999999,7,1.175,1.49,1.2275,1.5425,2.8844000000000003,4.6944,1.7794000000000003,8.1955,0.9475,1.8836134999999998,1.2625,1.7367384999999997,1.33350625,2.0525,2.12350625,5.814225,6.244199999999998,2.275625,1.0185062500000002,-0.5099999999999998,-5.626187,-3.88,0.5950000000000001,0.2800000000000001,-3.9086,-0.3700000000000001,0.98,0.9275,-2.0986,2.79,2.915,2.7375,2.6,-1.2075870000000002,0.5385999999999997,5.0135999999999985,4.6986,4.746187,-3,0.125,-0.18999999999999995,-0.1775,-0.13749999999999996,-0.3755999999999997,-5.491787,0.7294000000000002,0.4144000000000002,-2.8817,-0.10249999999999998,-0.4174999999999999,-0.34649374999999993,-1.5368999999999997,0.8443750000000001,1.2074999999999998,1.13649375,3.0175,5.262975,4.833,1.724375,1.2944,0.03149374999999999,-1.4024999999999996,5.6000000000000005,0.5880000000000001,1.0595,10,1.05,3.25,3.5125,0.34125000000000005,0.546,0.3688125,0.5901,6.272000000000001,153.3804498,17.5625,0.2218125,0.35490000000000005,0.1936265625,28.000000000000004,0.30870000000000003,50,0.55125,2.1125000000000003,2.4675312500000004,0.17915625000000002,0.45864,0.11645156250000002,0.298116,7.591187,-2.14,4.4886,5.7591745,1.44875,0.5888000000000002,-0.4620125000000001,1.825,2.14,7.508800000000001,1.37,0.6100000000000003,1.4000000000000004,4.331013,11.492374,0.4600000000000001,-4.237387,1.9838000000000005,3.3138,0.1470125000000001,10.801575,2.233175,0.017800000000001148
0.868,15,39,2.116,1.954,0.858,1.12,0.0,5.5386,6.25416,2,2,0.65,-0.02,0.7025,0.645,58,70,0.0,3.5311000000000003,1.12,1.1,1.765,5.5386,0.65,0.7025,11.792760000000001,7.5386,5.5186,8.254159999999999,4,0.63,1.295,0.6825,1.3475,1.2544000000000002,4.6944,1.2344000000000002,5.5386,0.4025,1.8836134999999998,1.0675,1.4615135000000001,1.13850625,0.4225,0.49350625,5.539,5.954625,2.0004,0.47350625,1.12,-5.13416,-0.8799999999999999,1.14,0.4750000000000001,-5.5386,-2.0,-0.65,-0.7025,-2.0986,2.79,3.46,2.7375,2.795,-0.7155600000000001,3.5386,5.558599999999998,4.893599999999998,4.25416,0,0.67,0.0050000000000000044,-0.7225,0.0575,1.2544000000000002,-4.999759999999998,1.2744000000000002,0.6094000000000002,-5.5386,0.4425000000000001,-0.2225,-0.15149374999999998,1.12,1.1196000000000002,-0.4225,-0.49350625,3.0175,5.5382,5.1225749999999985,1.9996,1.583975,-0.51350625,1.2544000000000002,2.24,-0.022400000000000003,0.0,4,-0.04,1.3,1.405,-0.013,0.41925,-0.01405,0.4531125,2.5088000000000004,61.35217992,2.81,-0.008450000000000001,0.27251250000000005,0.000281,4.48,0.0004480000000000001,8,0.0008,0.8450000000000001,0.9870125,0.00026000000000000003,0.27041625,0.00016900000000000002,0.17577056250000006,7.09916,1.12,5.5786,5.2671475,1.9992,1.1679499999999998,-1.0070125,1.28,1.945,4.508800000000001,0.8250000000000001,2.24,1.5950000000000002,4.82304,10.50832,0.655,-3.74536,2.5288000000000004,-2.0,0.34201250000000005,11.0768,2.5084000000000004,1.8093
